,All patients,Ideal,NIHSS < 5,Estimated onset time,mRS > 2,Age > 80,Arrival-to-scan 60-90,Haemorrhagic,Used AF anticoagulants,Onset-to-arrival time 150-180,Onset during sleep,NIHSS + Precise,NIHSS + Disability,Precise + Disability,NIHSS + Precise + Disability
VZZSN1825O,24.67,100.0,4.778430325680726,1.5123374900504112,8.185404339250493,18.912529550827422,5.627705627705628,0.0,0.495458298926507,16.956077630234933,0.0,0.0,0.0,0.0,0.0
WJHSV5358P,22.39,100.0,0.08008542445274959,7.720880870257362,7.2485207100591715,17.990543735224588,8.513708513708513,0.0,0.41288191577208916,15.117466802860061,0.0,0.13351134846461948,0.0,0.1049317943336831,0.0
WKDIW7014B,25.64,100.0,5.072076882007474,1.7511276200583707,10.453648915187378,20.969267139479904,5.772005772005772,0.0,0.3303055326176713,17.97752808988764,0.0,0.0,0.0,0.0,0.0
WSFVN0229E,28.389999999999997,100.0,5.712760277629472,7.216768373573893,11.390532544378699,22.88416075650118,6.349206349206349,0.0,0.990916597853014,20.020429009193055,0.0,0.06675567423230974,0.0,0.1049317943336831,0.0
WSNTP4114A,29.880000000000003,100.0,7.528029898558462,8.41071902361369,12.32741617357002,23.21513002364066,8.369408369408369,0.0,2.3947151114781176,20.020429009193055,0.2364066193853428,0.0,0.6012024048096193,1.049317943336831,0.0
WTBXP2683L,25.779999999999998,100.0,6.513614522156967,6.500397983550013,6.656804733727811,16.713947990543733,6.493506493506493,0.0,1.8166804293971925,17.364657814096017,4.0189125295508275,0.5340453938584779,0.4008016032064128,0.4197271773347324,0.0
XDAFB7350M,38.67,100.0,14.548852108916178,19.978774210665957,24.16173570019724,33.56973995271868,7.35930735930736,0.0,9.49628406275805,34.42288049029622,1.1820330969267139,3.337783711615487,3.2064128256513023,10.178384050367262,1.532567049808429
XDFKW2704K,23.91,100.0,2.349172450613988,4.45741576014858,10.404339250493097,19.976359338061467,5.339105339105339,0.0,2.3947151114781176,10.827374872318693,0.0,0.0,0.0,0.5246589716684155,0.0
XIGJJ1201J,30.36,100.0,12.386545648691937,9.525072963650835,9.615384615384617,16.57210401891253,9.235209235209235,0.0,3.3856317093311312,18.692543411644536,0.2364066193853428,0.7343124165554071,0.4008016032064128,1.2591815320041972,0.0
XKAWN3771U,36.13,100.0,12.306460224239189,18.121517643937384,14.003944773175542,28.463356973995275,18.181818181818183,0.0,6.358381502890173,28.19203268641471,0.4728132387706856,3.6048064085447264,0.2004008016032064,2.2035676810073452,0.0
XPABC1435F,10.100000000000001,72.06896551724138,1.174586225306994,2.3348368267444948,4.388560157790927,7.777777777777778,0.0,0.0,0.7431874483897605,7.6608784473953015,0.2364066193853428,0.0,0.0,0.3147953830010493,0.0
XQAGA4299B,23.14,99.6551724137931,0.7741591030432461,4.616609180153887,9.319526627218936,19.1016548463357,1.0101010101010102,0.0,0.6606110652353426,17.364657814096017,0.0,0.0,0.0,0.2098635886673662,0.0
XWUBX0795L,31.64,100.0,8.355579284570208,11.063942690368798,16.272189349112427,27.06855791962175,5.772005772005772,0.0,5.037159372419488,27.783452502553622,0.4728132387706856,0.7343124165554071,1.402805611222445,3.3578174186778593,0.0
YEXCH8391J,20.94,100.0,1.8152696209289907,7.216768373573893,2.8599605522682445,14.964539007092197,4.473304473304474,0.0,0.0,11.338100102145047,0.0,0.06675567423230974,0.0,0.1049317943336831,0.0
YPKYH1768F,26.240000000000002,100.0,4.8051254671649755,4.988060493499602,9.368836291913215,19.62174940898345,6.349206349206349,0.0,1.3212221304706853,17.87538304392237,0.0,0.06675567423230974,0.0,0.3147953830010493,0.0
YQMZV4284N,34.239999999999995,100.0,6.406833956219968,14.645794640488194,22.189349112426036,30.141843971631204,8.946608946608947,0.0,6.7712634186622624,26.149131767109296,0.0,0.13351134846461948,0.0,5.561385099685205,0.0
ZBVSO0975W,21.26,99.6551724137931,2.963160704751735,2.016449986733882,7.544378698224852,16.07565011820331,2.4531024531024532,0.0,0.2477291494632535,13.48314606741573,0.0,0.06675567423230974,0.0,0.6295907660020986,0.0
ZHCLE1578P,30.29,100.0,6.753870795515217,8.755638100291854,17.011834319526628,25.721040189125294,6.926406926406926,0.0,3.5507844756399667,20.224719101123593,0.0,0.0,0.2004008016032064,3.777544596012592,0.0
ZRRCV7012C,22.759999999999998,100.0,3.3902829684997333,2.865481560095516,8.678500986193294,18.88888888888889,2.7417027417027415,0.0,0.5780346820809248,16.956077630234933,0.0,0.06675567423230974,0.2004008016032064,0.1049317943336831,0.0
